16181,term_id,name,post_title,comments,timestamp
16181,74,Ρυθμίσεις περί σταδιοδρομίας και εξέλιξης στελεχών και οικονομικής μέριμνας και λογιστικού των Ενόπλων Δυνάμεων,Άρθρο 01 - Ειδικές κατηγορίες αξιωματικών Εκτός Οργανικών Θέσεων,"Το προτεινόμενο σχέδιο νόμου και μάλιστα το συγκεκριμένο άρθρο αποτελεί άριστη προσέγγιση σε εθνικό, επαγγελματικό και κοινωνικό επίπεδο.
Εθνικά ωφέλιμο διότι σε περίοδο κατά την οποία οι προκλήσεις εναντίον της Πατρίδας συνεχίζονται, περαιτέρω  αποψίλωση των Ενόπλων Δυνάμεων από στελέχη, με δεδομένη τη μείωση των νεοπροσλαμβανομένων,  τα οποία έχουν εμπειρία 35 ετών και διάθεση προσφοράς, εκτιμώ ότι θα συνεισφέρουν με θετικό πρόσημο από όποια θέση κληθούν να υπηρετήσουν στην Εθνική Άμυνα.
Επαγγελματικά ορθό διότι μέσω των αρμοδίων ανωτάτων συμβουλίων, κατόπιν μελέτης του φακέλου ενός εκάστου Αξιωματικού, θα αξιολογείται η συνολική του πορεία στις Ένοπλες Δυνάμεις και θα επιλέγονται τελικά οι παραμένοντες ως ΕΟΘ οπότε δεν θα διαταράσσεται η ιεραρχική δομή.
Με δεδομένη την αύξηση των ορίων ηλικίας στους λοιπούς εργαζομένους είνα κοινωνικά αποδεκτό διότι η αποστρατεία και συνεπώς η συναταξιοδότηση στην ηλικία των 53 ετών αποτελεί καταφανέστατη κοινωνική αδικία. Παράλληλα η συνέχιση καταβολής ασφαλιστικών εισφορών ενισχύει τα Μετοχικά Ταμεία των Ενόπλων Δυνάμεων και κατ' επέκταση την εθνική οικονομία.
Εν κατακλείδι αποτελεί την επιτομή της ανθρωποκεντρικής πολιτικής εκ μέρους της πολιτικής Ηγεσίας προς τα Στελέχη των Ενόπλων Δυνάμεων.",2024-09-29T16:17:00+00:00Z
16181,74,Ρυθμίσεις περί σταδιοδρομίας και εξέλιξης στελεχών και οικονομικής μέριμνας και λογιστικού των Ενόπλων Δυνάμεων,Άρθρο 01 - Ειδικές κατηγορίες αξιωματικών Εκτός Οργανικών Θέσεων,"Καλό το μέτρο της παραμονής στο στράτευμα για όσους το επιθυμούν μέχρι τα 58 έτη, αλλά ταυτόχρονα άδικο αφού πρόκειται μόνο για την κατηγορία των Αξιωματικών Κοινών Σωμάτων δηλαδή μόνο για τους αποφοίτους της ΣΣΑΣ.",2024-09-29T16:29:00+00:00Z
16181,74,Ρυθμίσεις περί σταδιοδρομίας και εξέλιξης στελεχών και οικονομικής μέριμνας και λογιστικού των Ενόπλων Δυνάμεων,Άρθρο 01 - Ειδικές κατηγορίες αξιωματικών Εκτός Οργανικών Θέσεων,"Δυσάρεστη έκπληξη. Θα παραμένουν στην ενεργό υπηρεσία άτομα τα οποία δεν έχουν να προσφέρουν τίποτα, άτομα με κανένα όραμα. Γινόμαστε κάθε ημέρα μάρτυρες τέτοιων γεγονότων. Εφόσον θέλουν να παραμείνουν και να προσφέρουν, όπως αυτοί λένε, θα πρέπει να μένουν ΟΧΙ με τον μισθό που ελάμβαναν στην ενέργεια, αλλα με την σύνταξή τους + 150 ευρώ.",2024-09-29T16:32:00+00:00Z
16181,74,Ρυθμίσεις περί σταδιοδρομίας και εξέλιξης στελεχών και οικονομικής μέριμνας και λογιστικού των Ενόπλων Δυνάμεων,Άρθρο 01 - Ειδικές κατηγορίες αξιωματικών Εκτός Οργανικών Θέσεων,"Θεωρώ πως πρέπει να διαγραφεί η πρόβλεψη για την μη υπηρέτηση στο εξωτερικό. Το πνεύμα του νόμου, μεταξύ άλλων, είναι να επωφεληθεί η υπηρεσία από τις γνώσεις και την εμπειρία των Στελεχών αυτών.
Εάν κάποιος διαθέτει τα τυπικά προσόντα, δεν θέλει η υπηρεσία να εκμεταλλευτεί την εμπειρία του Στελέχους αυτού, επ'ωφελεία της χώρας?
Πιστεύω ακράδαντα ότι μόνον όφελος υπάρχει για τη χώρα και τις ΕΔ εάν διαγραφεί η πρόβλεψη αυτή.
Άλλωστε δεν θα είναι κ πολλοί εκείνοι αυτής της κατηγορίας (ΕΟΘ) που θα έχουν και τα προσόντα και τα μόρια για να διαγωνιστούν για θέσεις εξωτερικού.",2024-09-29T16:44:00+00:00Z
16181,74,Ρυθμίσεις περί σταδιοδρομίας και εξέλιξης στελεχών και οικονομικής μέριμνας και λογιστικού των Ενόπλων Δυνάμεων,Άρθρο 01 - Ειδικές κατηγορίες αξιωματικών Εκτός Οργανικών Θέσεων,"Θεωρώ πως πρέπει να διαγραφεί η πρόβλεψη για την μη υπηρέτηση στο εξωτερικό. Το πνεύμα του νόμου, μεταξύ άλλων, είναι να επωφεληθεί η υπηρεσία από τις γνώσεις και την εμπειρία των Στελεχών αυτών.
Εάν κάποιος διαθέτει τα τυπικά προσόντα, δεν θέλει η υπηρεσία να εκμεταλλευτεί την εμπειρία του Στελέχους αυτού, επ’ωφελεία της χώρας?
Πιστεύω ακράδαντα ότι μόνον όφελος υπάρχει για τη χώρα και τις ΕΔ εάν διαγραφεί η πρόβλεψη αυτή.
Άλλωστε δεν θα είναι κ πολλοί εκείνοι αυτής της κατηγορίας (ΕΟΘ) που θα έχουν και τα προσόντα και τα μόρια για να διαγωνιστούν για θέσεις εξωτερικού.",2024-09-29T16:45:00+00:00Z
16181,74,Ρυθμίσεις περί σταδιοδρομίας και εξέλιξης στελεχών και οικονομικής μέριμνας και λογιστικού των Ενόπλων Δυνάμεων,Άρθρο 01 - Ειδικές κατηγορίες αξιωματικών Εκτός Οργανικών Θέσεων,Επιτέλους τερματίζεται η υποχρεωτική εφεδρεία της 35ετίας για τα ικανά στελέχη που με την εμπειρία τους έχουν ακόμα πολλά να προσφέρουν στο στράτευμα.,2024-09-29T16:58:00+00:00Z
16181,74,Ρυθμίσεις περί σταδιοδρομίας και εξέλιξης στελεχών και οικονομικής μέριμνας και λογιστικού των Ενόπλων Δυνάμεων,Άρθρο 01 - Ειδικές κατηγορίες αξιωματικών Εκτός Οργανικών Θέσεων,"Πολύ καλή εξέλιξη για όσους συναδέλφους επιθυμούν να συνεχίσουν και πέραν της 35ετιας να προσφέρουν την εμπειρία τους και τις υπηρεσίες τους στις Ε.Δ.
Με δεδομένη την αύξηση των ορίων ηλικίας στους λοιπούς εργαζομένους είναι κοινωνικά αποδεκτό διότι η αποστρατεία και συνεπώς η συναταξιοδώτηση στην ηλικία των 53 ετών αποτελεί καταφανέστατη κοινωνική αδικία. 
Ο νομοθέτης πρέπει να προβλέψει και για τους ΕΜΘ οι οποίοι εισήλθαν στο στράτευμα σε ηλικία 21 ετών και άνω και έχοντας πραγματική υπηρεσία 32 έτη να αποστρατεύονται λόγω ηλικίας 53 ή 54 ετών στο βαθμό του Λοχαγού και αντίστοιχους των άλλων κλάδων.Επίσης θα πρέπει να αποκατασταθεί η αδικία για τους εισαχθέντες στις Στρατιωτικές Σχολές Υπαξιωματικών το 1990 και αποφοίτησαν το ΄91 και το ΄92.",2024-09-29T17:03:00+00:00Z
16181,74,Ρυθμίσεις περί σταδιοδρομίας και εξέλιξης στελεχών και οικονομικής μέριμνας και λογιστικού των Ενόπλων Δυνάμεων,Άρθρο 01 - Ειδικές κατηγορίες αξιωματικών Εκτός Οργανικών Θέσεων,"Επιτέλους γίνεται κάτι καλό μακάρι να γίνει γρήγορα νόμος του κράτους.
Μπορούμε να προσφέρουμε ακόμα πολλά με την εμπειρία και τις γνώσεις μας",2024-09-29T17:14:00+00:00Z
16181,74,Ρυθμίσεις περί σταδιοδρομίας και εξέλιξης στελεχών και οικονομικής μέριμνας και λογιστικού των Ενόπλων Δυνάμεων,Άρθρο 01 - Ειδικές κατηγορίες αξιωματικών Εκτός Οργανικών Θέσεων,"Μετά την αποτυχία με τους ΟΒΑ, θα πρέπει ακόμη να τους διώξει και πριν τα 35 έτη!! Με το μισθό που παίρνουν, θα καλύπτουν τη σύνταξή τους και το μισθό ενός ΕΠΟΠ!!!Γερνάει το στράτευμα με αυτό το άρθρο!!!",2024-09-29T17:27:00+00:00Z
16181,74,Ρυθμίσεις περί σταδιοδρομίας και εξέλιξης στελεχών και οικονομικής μέριμνας και λογιστικού των Ενόπλων Δυνάμεων,Άρθρο 01 - Ειδικές κατηγορίες αξιωματικών Εκτός Οργανικών Θέσεων,"1.	Αποτελεί ανακούφιση σε καιρούς οικονομικής κρίσης  το γεγονός ότι δίνει το άρθρο ένα του νομοσχεδίου του ΥΠΕΘΑ που βγήκε στη διαβούλευση τη δυνατότητα σε στελέχη να παραμείνουν μέχρι τα 58 στο στράτευμα, μετά την αποστρατεία τους και εκτός οργανικών θέσεων.

	2.	Ειδικότερα, με την εν λόγω ρύθμιση καθορίζεται το πλαίσιο της οικειοθελούς παραμονής των στελεχών, η διαδικασία με την οποία υποβάλλουν την αίτηση παραμονής τους στις τάξεις των ΕΔ, οι σχετικές προθεσμίες, τα αρμόδια όργανα που, είτε επιλαμβάνονται, είτε συμπράττουν γνωμοδοτικά στη διαδικασία εξέτασης, είτε αποφαίνονται επ’ αυτής, ο βαθμός που φέρουν κατά τον χρόνο της παραμονής τους ως ΕΟΘ, τα είδη των κρίσεων τους, το μέγιστο χρονικό διάστημα παραμονής τους ως ΕΟΘ, οι περιπτώσεις αποστρατείας τους και οι προϋποθέσεις απονομής αποστρατευτικού βαθμού.

	3.	Η ανωτέρω διαδικασία όμως καθορίζεται για όσους κρίθηκαν ευδοκίμως τερματίσαντες τη σταδιοδρομία τους κατά τις τακτικές κρίσεις και δεν έχουν ακόμη διαγραφεί από τις τάξεις των Ε.Δ γεγονός που κατά την απόψη μου θα πρέπει να μεταβληθεί, για λόγους δικαιοσύνης και ισονομίας και για όσους κρίθηκαν ευδοκίμως τερματίσαντες τη σταδιοδρομία τους κατά τις τακτικές κρίσεις των  παρελθόντων ετών.

	4.	Η προτεινόμενη διαδικασία θα πρέπει να συμπεριλάβει τον τρόπο και για όσους κρίθηκαν ευδοκίμως τερματίσαντες τη σταδιοδρομία τους και έχουν αποστρατευθεί αλλά διάθεταν τα προσόντα αλλά και την εμπειρία να συνεχίσουν να υπηρετούν.

	5.	Συμπεριλαμβάνοντας στο υπό διαβούλευση νομοσχέδιο σας την παραπάνω δυνατότητα θα περιορισθεί κατά σημαντικό αριθμό ο αριθμός των προσφυγών  όσων έχουν αποστρατευθεί ή αποστρατεύονται.

	6.	Επιπρόσθετα θα ήθελα να προτείνω όπως κατά τον σχεδιασμό των θέσεων ΕΟΘ από τα Γενικά Επιτελεία του κάθε κλάδου των Ε.Δ να προβλεφθούν θέσεις σε όλη την επικράτεια και ιδιαίτερα στις παραμεθόριες περιοχές .Με τον τρόπο αυτό και εφόσον συμπεριληφθούν και όσοι κρίθηκαν ευδοκίμως τερματίσαντες τη σταδιοδρομία τους και έχουν αποστρατευθεί και διαβιούν στις παραμεθόριες περιοχές θα διευκολυνθεί η υπηρεσία στην τοποθέτηση τους και θα υπαρξούν και οικονομικά οφέλη αμφότερα.",2024-09-29T17:32:00+00:00Z
16181,74,Ρυθμίσεις περί σταδιοδρομίας και εξέλιξης στελεχών και οικονομικής μέριμνας και λογιστικού των Ενόπλων Δυνάμεων,Άρθρο 01 - Ειδικές κατηγορίες αξιωματικών Εκτός Οργανικών Θέσεων,"α.	Αποτελεί ανακούφιση σε καιρούς οικονομικής κρίσης  το γεγονός ότι δίνει το άρθρο ένα του νομοσχεδίου του ΥΠΕΘΑ που βγήκε στη διαβούλευση τη δυνατότητα σε στελέχη να παραμείνουν μέχρι τα 58 στο στράτευμα, μετά την αποστρατεία τους και εκτός οργανικών θέσεων.

		β.	Ειδικότερα, με την εν λόγω ρύθμιση καθορίζεται το πλαίσιο της οικειοθελούς παραμονής των στελεχών, η διαδικασία με την οποία υποβάλλουν την αίτηση παραμονής τους στις τάξεις των ΕΔ, οι σχετικές προθεσμίες, τα αρμόδια όργανα που, είτε επιλαμβάνονται, είτε συμπράττουν γνωμοδοτικά στη διαδικασία εξέτασης, είτε αποφαίνονται επ’ αυτής, ο βαθμός που φέρουν κατά τον χρόνο της παραμονής τους ως ΕΟΘ, τα είδη των κρίσεων τους, το μέγιστο χρονικό διάστημα παραμονής τους ως ΕΟΘ, οι περιπτώσεις αποστρατείας τους και οι προϋποθέσεις απονομής αποστρατευτικού βαθμού.

		γ.	Η ανωτέρω διαδικασία όμως καθορίζεται για όσους κρίθηκαν 
ευδοκίμως τερματίσαντες τη σταδιοδρομία τους κατά τις τακτικές κρίσεις και δεν έχουν ακόμη διαγραφεί από τις τάξεις των Ε.Δ γεγονός που κατά την απόψη μου θα πρέπει να μεταβληθεί, για λόγους δικαιοσύνης και ισονομίας και για όσους κρίθηκαν ευδοκίμως τερματίσαντες τη σταδιοδρομία τους κατά τις τακτικές κρίσεις των  παρελθόντων ετών.

		δ.	Η προτεινόμενη διαδικασία θα πρέπει να συμπεριλάβει τον τρόπο και για όσους κρίθηκαν ευδοκίμως τερματίσαντες τη σταδιοδρομία τους και έχουν αποστρατευθεί αλλά διάθεταν τα προσόντα αλλά και την εμπειρία να συνεχίσουν να υπηρετούν.

		ε.	Συμπεριλαμβάνοντας στο υπό διαβούλευση νομοσχέδιο σας την παραπάνω δυνατότητα θα περιορισθεί κατά σημαντικό αριθμό ο αριθμός των προσφυγών  όσων έχουν αποστρατευθεί ή αποστρατεύονται.

		στ.	Επιπρόσθετα θα ήθελα να προτείνω όπως κατά τον σχεδιασμό των θέσεων ΕΟΘ από τα Γενικά Επιτελεία του κάθε κλάδου των Ε.Δ να προβλεφθούν θέσεις σε όλη την επικράτεια και ιδιαίτερα στις παραμεθόριες περιοχές .Με τον τρόπο αυτό και εφόσον συμπεριληφθούν και όσοι κρίθηκαν ευδοκίμως τερματίσαντες τη σταδιοδρομία τους και έχουν αποστρατευθεί και διαβιούν στις παραμεθόριες περιοχές θα διευκολυνθεί η υπηρεσία στην τοποθέτηση τους και θα υπαρξούν και οικονομικά οφέλη αμφότερα.",2024-09-29T17:33:00+00:00Z
16181,74,Ρυθμίσεις περί σταδιοδρομίας και εξέλιξης στελεχών και οικονομικής μέριμνας και λογιστικού των Ενόπλων Δυνάμεων,Άρθρο 01 - Ειδικές κατηγορίες αξιωματικών Εκτός Οργανικών Θέσεων,Επιτέλους και ένα νομοσχέδιο με το οποίο δίνεται η δυνατότητα στα στελέχη τα οποία επιθυμούν να παραμένουν και πέρα των 35 χρόνων στις Ε.Δ. για να προσφέρουν την εμπειρία την γνώση και τις υπηρεσίες τους.,2024-09-29T17:45:00+00:00Z
16181,74,Ρυθμίσεις περί σταδιοδρομίας και εξέλιξης στελεχών και οικονομικής μέριμνας και λογιστικού των Ενόπλων Δυνάμεων,Άρθρο 01 - Ειδικές κατηγορίες αξιωματικών Εκτός Οργανικών Θέσεων,ΣΥΓΧΑΡΗΤΗΡΙΑ!!! Θα πρέπει για λόγους δικαιοσύνης και ισονομίας να συμπεριληφθούν στο νομοσχέδιο στη παράγραφο 4 του άρθρου 1 εκτός των αξιωματικών του έτους 2017 και οι Αξιωματικοί που κρίθηκαν χωρίς την θέλησή τους και πρόωρα ευδοκίμως τερματίσαντες την σταδιοδρομία τους κατά τις τακτικές κρίσεις των πρόσφατων παρελθόντων ετών της περιόδου της οικονομικής κρίσης.,2024-09-29T17:59:00+00:00Z
